Municipality,Year,DVASA,Fertility,Population,Population100,Men65,Monthly_Gain,Wage_Gap,Middle_Aged_Women,Unemployment_Total,Unemployment_Male,Unemployment_Female,Marriages,Elderly_Dependency,Youth_Dependency,Female_Doctors,Total_Doctors,Mental_Health,SS_Pensions,GER,GER_Men,GER_Women,Divorces
Vouzela,2018,0.19666701169651174,1.04,9661,96.61,12.317565469413104,904.5,81.9234543670265,19.366525204430182,3.3391988406997206,1.5505641237967085,1.7886347169030123,0.25877238381119966,47.2,16.2,28.571428571428573,0.1449125349342718,7.142857142857143,0.9,124.8,131.0,117.9,76.0
Águeda,2017,0.1856128461355837,1.32,46333,463.33,10.027410269138628,988.6,77.69272826681247,20.77137245591695,2.7643364340750654,1.0476334362117712,1.7164871689724386,0.28273584702048216,34.9,19.0,50.45871559633027,0.23525349103230958,0.9174311926605504,0.7,130.4,127.2,133.2,77.1
Albergaria-a-Velha,2017,0.25556471558120364,1.31,24260,242.6,8.796372629843363,1045.6,78.54756462106558,21.380873866446827,2.9530090684253913,1.18878812860676,1.7642209398186315,0.27617477328936524,30.6,19.5,53.84615384615385,0.2679307502061006,1.5384615384615383,0.6,111.0,106.6,115.4,86.6
Anadia,2017,0.23571221351900204,1.35,27576,275.76,11.288801856686975,983.3,83.95177999623282,19.49521322889469,2.6008123005512043,1.0701334493762693,1.530678851174935,0.293733681462141,42.2,17.3,56.32183908045977,0.3154917319408181,1.1494252873563218,0.8,111.4,111.3,111.4,58.0
Arouca,2017,0.12833309567945245,1.12,21039,210.39,8.275108132515804,854.0,87.0096677408601,20.55706069680118,2.5352916013118496,1.0295166120062742,1.5057749893055754,0.2899377346832074,30.7,20.2,50.0,0.13308617329720995,0.0,0.7,86.1,79.6,92.0,57.4
Aveiro,2017,0.25634419683112203,1.38,77630,776.3,8.157928635836662,1153.8,75.2346962526185,22.46811799562025,3.62900940358109,1.6326162566018294,1.9963931469792606,0.42122890635063764,29.0,21.1,51.52173913043478,0.5925544248357594,2.1739130434782608,0.5,207.2,205.4,208.9,52.3
Castelo de Paiva,2017,0.10842528222463167,1.34,15679,156.79,7.302761655717839,794.1,90.2465166130761,21.21946552713821,5.649594999681102,1.9854582562663436,3.664774539192551,0.4145672555647682,26.1,19.6,55.55555555555556,0.11480324000255118,0.0,0.7,80.5,74.8,86.1,53.8
Espinho,2017,0.29119967493989773,1.49,29533,295.33,10.24616530660617,938.4,85.07933379323937,19.347848169843903,7.7496360004063245,3.508617478752582,4.241018521653744,0.7483154437409001,38.8,18.0,59.09090909090909,0.6704364609081367,2.0202020202020203,0.9,219.5,198.0,245.9,31.7
Estarreja,2017,0.22627905192912479,1.2,26074,260.74,8.978292551967478,1105.0,78.44412534842469,20.94807087520135,3.415279588862468,1.4155864079159317,1.9996931809465366,0.3835238168290251,32.0,19.8,54.23728813559322,0.22627905192912479,0.0,0.7,96.3,97.4,95.1,49.0
Santa Maria da Feira,2017,0.17891539754568472,1.18,138613,1386.13,7.67893343337205,1010.5,81.65675057208237,22.605383333453574,4.092473288941152,1.7339643467784405,2.358508942162712,0.249615836898415,25.8,19.5,61.95652173913044,0.2654873641000483,1.358695652173913,0.6,95.2,96.5,93.9,93.1
Ílhavo,2017,0.2782617741138533,1.36,38453,384.53,7.822536603125894,1050.0,72.70250185781522,22.323355784984265,3.383351103945076,1.497412425558474,1.8861987361194186,0.22364965022234937,28.0,20.8,57.69230769230769,0.27046004212935276,1.9230769230769231,0.6,54.4,56.8,52.3,105.8
Mealhada,2017,0.1800090004500225,0.98,19999,199.99,9.470473523676183,1004.5,79.84481803066691,21.621081054052702,2.4151207560378016,1.0580529026451322,1.3570678533926694,0.21001050052502623,35.4,19.2,59.67741935483871,0.31001550077503875,0.0,0.8,92.4,102.5,81.5,138.1
Murtosa,2017,0.32017075773746,1.47,10307,103.07,8.188609682739886,867.6,87.30038843331896,20.423013485980402,2.312020956631416,1.1225380809158825,1.1904530901329196,0.4365964878238091,32.3,22.3,60.0,0.14553216260793636,0.0,0.6,15.2,13.0,17.5,33.3
Oliveira de Azeméis,2017,0.1796009538470826,1.16,66258,662.58,9.007214223188143,1048.3,73.34595199174052,21.641160312716956,2.3435660599474777,0.9295481300371276,1.4138670047390502,0.27770231519212774,30.3,17.4,56.08108108108108,0.22336925352410272,0.6756756756756757,0.6,89.1,84.8,93.3,80.4
Oliveira do Bairro,2017,0.19289638109615465,1.19,23847,238.47,8.579695559189835,977.7,77.47071742313324,22.04470163961924,2.6074558644693253,0.988803623097245,1.6186522413720803,0.31869836876755986,31.8,21.9,52.63157894736842,0.2390237765756699,0.0,0.6,79.5,86.2,72.9,55.3
Ovar,2017,0.26142346919989695,1.28,54318,543.18,8.015759048565853,1004.4,82.89993567950015,22.1399904267462,3.9835781877094156,1.692256710482713,2.2915055782613503,0.3424279244449354,27.2,19.0,60.32608695652174,0.3387459037519791,1.0869565217391304,0.6,79.5,73.9,85.6,83.9
São João da Madeira,2017,0.2455863954404337,1.13,21581,215.81,8.034845465919096,1019.1,79.82114397024968,22.24178675686947,3.4020666326861595,1.4457161391965154,1.9563504934896436,0.5745794912191279,27.4,18.7,51.76470588235294,0.3938649738195635,0.0,0.6,297.8,315.4,280.4,40.3
Sever do Vouga,2017,0.1386001386001386,0.9,11544,115.44,10.984060984060983,953.2,80.234019920704,19.63790713790714,3.0803880803880808,1.327962577962578,1.7524255024255027,0.28586278586278585,40.4,17.2,55.0,0.17325017325017325,5.0,0.9,101.3,96.3,108.3,60.6
Vagos,2017,0.1626159187799411,1.14,22753,227.53,9.005405880543226,949.4,85.19791768981436,21.5224366017668,2.166747242121918,0.9704214828813783,1.1967652617237288,0.4438975080209203,32.8,20.4,57.69230769230769,0.22854129125829561,0.0,0.6,112.9,130.1,96.4,45.5
Vale de Cambra,2017,0.06039488966318235,1.16,21525,215.25,10.448315911730546,1075.1,74.65873879909556,20.548199767711964,2.4961672473867593,0.8743321718931475,1.6222996515679442,0.413472706155633,37.4,17.5,62.16216216216216,0.3437862950058072,0.0,0.8,95.0,97.8,92.1,41.6
Aljustrel,2017,0.30967127203430206,2.07,8396,83.96,11.148165793234874,1121.7,73.58676869908665,17.389232968080037,3.7910909957122443,1.7603620771796096,2.0307289185326347,0.10719390185802764,43.4,18.7,50.0,0.1429252024773702,0.0,1.0,157.1,171.3,145.6,155.6
Almodôvar,2017,0.014677821811243212,1.43,6813,68.13,13.048583590195214,863.5,81.85868213841691,18.24453251137531,3.883751651254954,1.4369587553207106,2.4467928959342435,0.17613386173491855,49.6,19.5,38.46153846153846,0.19081168354616176,0.0,1.0,117.1,125.5,107.9,83.3
Alvito,2017,0.24400162667751119,1.02,2459,24.59,9.190727938186255,906.9,84.53300381011225,21.553477023180154,3.0703538023586825,1.1142740951606342,1.956079707198048,0.2846685644570964,34.1,17.5,50.0,0.16266775111834078,0.0,1.1,344.8,364.7,316.7,71.4
Barrancos,2017,0.29958058717795083,1.12,1669,16.69,7.908927501497903,786.6,102.56607646907878,22.828040742959857,10.281605751947273,4.104254044337926,6.177351707609346,0.29958058717795083,33.8,20.8,0.0,0.11983223487118033,0.0,0.9,68.49082533793627,62.97191821445327,74.54941660987947,80.0
Beja,2017,0.1597444089456869,1.71,33804,338.04,9.217844042125192,1037.6,92.02750418137892,19.54206602768903,4.241805703467046,1.9441486214649155,2.2979529049816585,0.33132173707253576,35.5,24.3,52.97029702970297,0.5975624186486806,1.98019801980198,0.8,168.1,154.5,184.0,64.3
Castro Verde,2017,0.09985734664764623,1.38,7010,70.1,9.457917261055634,1737.1,59.31796104095301,19.087018544935805,3.7803138373751786,1.516405135520685,2.2653352353780316,0.28530670470756064,35.6,18.4,33.333333333333336,0.0855920114122682,0.0,0.8,103.4,93.4,114.4,40.0
Cuba,2017,0.12883830792355594,1.26,4657,46.57,9.70581919690788,884.1,86.64194915254237,20.35645265192184,4.633884474983895,2.059265621644836,2.5746188533390595,0.2791496671677045,35.4,21.2,12.5,0.17178441056474125,0.0,0.9,82.2,76.2,88.6,38.5
Ferreira do Alentejo,2017,0.32849020846494,1.57,7915,79.15,9.94314592545799,924.6,87.78201298032347,18.55969677826911,3.6601389766266577,1.4693619709412507,2.1907770056854075,0.24005053695514844,40.5,20.1,42.85714285714285,0.08843967150979153,0.0,0.8,44.4,32.3,57.1,42.1
Mértola,2017,0.09495173286912487,1.2,6319,63.19,13.831302421269188,803.5,100.61173533083644,15.746162367463207,4.7602468745054605,2.229783193543282,2.5288811520810257,0.253204620984333,64.0,17.0,66.66666666666667,0.09495173286912487,0.0,1.4,161.7,170.7,151.5,12.5
Moura,2017,0.2584721424468696,1.64,13928,139.28,8.938828259620907,882.4,89.51865873445105,18.516657093624353,8.139000574382537,3.658816771970132,4.480183802412407,0.3661688684663986,36.4,24.5,64.28571428571429,0.2010338885697875,0.0,0.9,99.2,88.9,110.6,60.8
Odemira,2017,0.14550745725718442,1.33,24741,247.41,12.198375166727295,875.7,96.75931135366264,18.58453579079261,3.1910593751263088,1.4182935208762781,1.7727658542500304,0.14146558344448487,44.7,18.8,54.16666666666666,0.09700497150478962,4.166666666666667,0.6,136.1,118.8,157.8,100.0
Ourique,2017,0.08447729672650475,0.88,4735,47.35,13.262935586061246,822.3,96.37014925373134,18.627243928194297,3.9809926082365363,1.7148891235480466,2.26610348468849,0.12671594508975711,51.7,16.4,16.666666666666668,0.12671594508975711,0.0,1.1,59.8,55.3,64.0,16.7
Serpa,2017,0.1573187414500684,1.23,14620,146.2,10.554035567715458,828.0,96.1205362439198,18.53625170998632,5.19015047879617,2.370041039671683,2.8201094391244874,0.12995896032831739,39.9,17.8,52.63157894736842,0.12995896032831739,0.0,1.0,113.2,130.5,93.4,110.5
Vidigueira,2017,0.12628540501533467,1.24,5543,55.43,9.020386072523904,856.4,84.41862943621443,19.610319321666967,6.777918094894462,3.370016236694931,3.4060977809850264,0.25257081003066933,37.5,23.5,50.0,0.14432617716038246,0.0,0.9,100.0,79.6,123.8,57.1
Amares,2017,0.3306331625061994,1.24,18147,181.47,8.023364743483771,863.1,83.95681099356527,22.15242188791536,4.119689204827244,1.7281093293657355,2.3915798754615087,0.46288642750867914,26.6,19.4,56.52173913043478,0.2534854245880862,4.3478260869565215,0.6,70.8,72.3,69.3,29.8
Barcelos,2017,0.19571478629483707,1.11,117007,1170.07,7.0500055552231915,865.7,85.57836219799016,22.830258018751014,2.6071944413582093,1.2594118300614494,1.3477826112967601,0.3478424367772868,23.9,19.2,53.50553505535056,0.23161007461092073,1.1070110701107012,0.6,88.9,83.8,94.4,51.8
Braga,2017,0.19020630492551632,1.3,181382,1813.82,6.698018546493037,1038.7,84.14864015797505,23.627482330109935,4.506676516964197,1.950524307814447,2.55615220914975,0.36718086689969237,22.8,21.0,56.48628613787991,0.7437342183899175,1.7790956263899185,0.5,155.1,157.1,153.0,64.1
Cabeceiras de Basto,2017,0.3223971173904798,1.05,15819,158.19,7.788102914217081,766.0,91.390562248996,21.30349579619445,6.155256337315886,2.4192426828497378,3.736013654466148,0.3729692142360453,28.3,20.4,48.648648648648646,0.23389594791074025,0.0,0.8,102.1,93.5,111.8,40.7
Celorico de Basto,2017,0.20327322005629103,0.86,19186,191.86,8.104868133013655,732.3,94.87759446514104,20.947565933493173,5.530074012300635,2.4632544563744396,3.066819555926196,0.380485770874596,29.7,18.0,72.0,0.13030334618993014,0.0,0.9,79.3,81.4,77.2,28.8
Esposende,2017,0.19424905082850163,1.26,33977,339.77,6.987079494952468,884.1,86.2230254066121,23.071489537039763,2.803366983547694,1.24348824204609,1.5598787415016042,0.4120434411513671,24.1,21.2,53.84615384615385,0.38261176678341235,1.5384615384615383,0.5,96.1,96.7,95.4,56.4
Fafe,2017,0.20997591452745126,1.09,48577,485.77,7.458262140519175,798.3,90.14251781472684,22.339790435802954,4.897379418243202,2.1969244704283923,2.7004549478148094,0.3231982213804887,27.2,18.7,60.54421768707483,0.30261234740720916,0.6802721088435374,0.7,100.3,99.1,101.5,55.4
Guimarães,2017,0.1500384881339126,1.27,153294,1532.94,7.173796756559291,896.6,87.74994737949905,22.775842498727936,4.795882422012603,2.1467245945699114,2.649157827442692,0.27072161989379884,23.9,18.9,56.02836879432624,0.367920466554464,1.2411347517730495,0.6,98.0,92.0,104.6,72.8
Póvoa de Lanhoso,2017,0.22363026462914648,1.08,21464,214.64,7.859672008945211,796.6,92.17098943323728,22.13007827059262,4.602124487513977,2.0741707044353337,2.5279537830786434,0.26556093924711144,26.8,19.2,45.45454545454545,0.15374580693253823,0.0,0.7,100.8,97.5,104.4,89.5
Terras de Bouro,2017,0.2620625867118853,1.14,6487,64.87,11.237860336056729,866.4,67.78194404384195,19.716355788500078,5.130260521042084,2.2475720672113457,2.8811469092030215,0.277478032989055,42.3,17.3,85.71428571428571,0.10790812394018806,0.0,1.1,43.8,34.7,57.5,55.6
Vieira do Minho,2017,0.19970044932601097,0.84,12018,120.18,9.860209685471792,815.1,93.04038004750592,20.20302879014811,6.707438841737393,3.08870028290897,3.6187385588284235,0.3661174904310201,35.7,16.7,66.66666666666667,0.12481278082875685,0.0,1.1,69.9,71.8,68.1,54.5
Vila Nova de Famalicão,2017,0.16223305460582677,1.24,131909,1319.09,7.2633406363477855,1018.2,76.8199064678373,22.99464024441092,3.7020976582340857,1.6388570908732538,2.063316377199433,0.2736735173490816,24.2,19.4,58.66336633663367,0.30627174794744866,0.2475247524752475,0.6,122.6,129.5,115.7,85.0
Vila Verde,2017,0.2257576725661832,1.11,46953,469.53,7.584179924605457,821.3,90.16050244242848,21.736630247268547,3.3369539752518476,1.3262198368581348,2.010947117330096,0.41104934721956,27.6,21.0,68.18181818181819,0.14056609801290654,3.0303030303030303,0.7,101.0,102.9,99.1,44.6
Vizela,2017,0.10101010101010101,1.31,23760,237.6,5.980639730639731,799.4,84.3245101409419,23.703703703703702,3.8796296296296293,1.6784511784511786,2.2015993265993266,0.281986531986532,19.5,18.7,62.06896551724138,0.2441077441077441,0.0,0.5,89.1,81.4,98.3,76.1
Alfândega da Fé,2017,0.13089005235602094,1.15,4584,45.84,14.245200698080279,808.8,98.14837522992028,17.102966841186735,6.544502617801046,3.134816753926701,3.4096858638743455,0.30541012216404884,54.8,14.3,36.36363636363637,0.23996509598603838,0.0,1.4,77.4,60.4,94.3,42.9
Bragança,2017,0.19603184032315552,1.29,33668,336.68,10.615421171438754,951.2,89.9370440691516,20.434834263989544,3.364619223001069,1.612213377688012,1.7524058453130569,0.35345134846144705,37.8,17.9,63.31360946745562,0.5019603184032315,1.7751479289940828,0.8,198.2,194.1,203.2,59.7
Carrazeda de Ansiães,2017,0.13961605584642234,1.42,5730,57.3,14.432809773123909,799.9,92.37614237614235,15.479930191972077,5.554973821989529,2.4694589877835953,3.085514834205934,0.13961605584642234,61.8,18.1,50.0,0.10471204188481675,0.0,1.3,86.2,84.9,87.3,100.0
Freixo de Espada à Cinta,2017,0.3275759380583681,0.78,3358,33.58,12.864800476474091,814.0,99.77903265406334,18.790946992257297,6.649791542584873,2.8141751042287075,3.835616438356165,0.23823704586063135,52.3,18.4,60.0,0.14889815366289458,0.0,1.5,68.49082533793627,62.97191821445327,74.54941660987947,100.0
Macedo de Cavaleiros,2017,0.25268046165403263,1.12,14643,146.43,12.825240729358738,828.6,89.02341519131924,17.919825172437342,4.973707573584647,2.2304172642218125,2.743973229529468,0.3551184866489107,52.0,16.2,38.888888888888886,0.24585125998770743,0.0,1.1,110.2,104.3,116.2,61.5
Miranda do Douro,2017,0.12988887285322556,1.0,6929,69.29,14.215615528936354,874.4,79.91382847763644,17.43397315629961,3.355462548708327,1.5153701832876316,1.8400923654206955,0.11545677586953383,55.9,14.9,63.63636363636363,0.15875306682060902,0.0,1.2,73.0,62.2,86.3,112.5
Mirandela,2017,0.2185493785002049,1.22,21963,219.63,11.97923780904248,891.2,91.97033215091906,19.255110868278468,6.248235669079816,2.9458634977006786,3.3023721713791376,0.2549742749169057,44.5,17.7,50.0,0.3824614123753586,1.1904761904761905,1.0,158.7,168.1,150.0,87.5
Mogadouro,2017,0.18663245071736848,1.53,8573,85.73,14.965589641898985,828.3,85.99909889614779,15.875422839146157,4.881605039076169,2.0622885804269218,2.820482911466231,0.17496792254753293,61.3,16.0,41.1764705882353,0.198296978887204,0.0,1.2,105.0,103.8,106.2,80.0
Torre de Moncorvo,2017,0.11542901115813775,1.09,7797,77.97,15.236629472874183,808.7,91.72185430463576,16.621777606771836,4.9480569449788385,2.4663332050788767,2.4817237398999614,0.10260356547390022,63.9,14.1,63.63636363636363,0.1410799025266128,0.0,1.4,72.0,62.2,83.3,150.0
Vila Flor,2017,0.22853411687887693,1.27,6126,61.26,13.07541625857003,847.2,88.36797877045555,18.837740777016,5.979431929480901,2.9366634018935684,3.0411361410381983,0.16323865491348352,50.0,15.5,75.0,0.1305909239307868,0.0,1.0,95.2,62.8,130.4,120.0
Vimioso,2017,0.21994134897360704,0.98,4092,40.92,15.933528836754643,817.3,88.57469948483114,15.835777126099707,4.06891495601173,1.8914956011730206,2.1774193548387095,0.3176930596285435,66.6,18.7,50.0,0.09775171065493646,0.0,1.6,68.49082533793627,62.97191821445327,74.54941660987947,23.1
Vinhais,2017,0.15058351110553395,0.93,7969,79.69,18.421382858576987,749.8,92.67696267696267,14.192495921696574,4.651775630568452,2.318986071025223,2.33278955954323,0.13803488518007279,80.1,14.0,50.0,0.10038900740368929,0.0,1.8,67.1,71.4,61.3,109.1
Belmonte,2017,0.38699690402476783,1.05,6460,64.6,11.052631578947368,765.2,84.29752066115702,19.1640866873065,5.500000000000001,2.630030959752322,2.868421052631579,0.24767801857585142,41.4,16.5,14.285714285714286,0.108359133126935,0.0,0.9,36.8,33.0,40.7,68.8
Castelo Branco,2017,0.24287042483350096,1.29,52703,527.03,10.678708991897995,935.3,87.18025880228709,20.143065859628486,3.734702009373281,1.7636567178338995,1.971045291539381,0.2694343775496651,40.2,19.6,50.40650406504065,0.46676659772688467,1.6260162601626016,0.8,136.0,131.9,140.7,69.0
Covilhã,2017,0.209819555182543,1.27,47660,476.6,10.910616869492237,920.9,86.23276561232765,19.326479227864038,4.995593789341166,2.486991187578682,2.508812421317667,0.19723038187159042,42.9,18.2,50.47619047619048,0.4406210658833403,1.4285714285714286,1.0,133.5,139.3,127.0,86.2
Fundão,2017,0.16272791153518992,1.26,27039,270.39,11.335478383076298,875.7,86.56956195780229,18.281001516328267,4.713192055919229,2.3573357002847737,2.355856355634454,0.2810754835607826,45.8,17.9,52.83018867924528,0.19601316616738787,0.0,1.0,126.7,125.5,128.0,73.7
Idanha-a-Nova,2017,0.1674641148325359,1.26,8360,83.6,17.416267942583733,848.0,87.89773361616612,14.401913875598087,5.394736842105264,2.557416267942584,2.8373205741626797,0.19138755980861244,82.9,19.3,57.142857142857146,0.08373205741626795,0.0,1.6,143.6,131.6,157.7,37.5
Oleiros,2017,0.234375,0.58,5120,51.2,15.46875,876.1,79.4578568403219,16.15234375,2.05078125,1.07421875,0.9765625,0.234375,70.5,11.3,66.66666666666667,0.05859375,0.0,1.8,93.6,92.5,94.7,41.7
Penamacor,2017,0.2845528455284553,0.82,4920,49.2,16.239837398373982,837.9,83.64682451869884,15.040650406504065,3.9349593495934956,2.0325203252032518,1.9024390243902436,0.12195121951219512,75.0,11.8,40.0,0.1016260162601626,0.0,1.6,76.3,68.1,89.1,133.3
Proença-a-Nova,2017,0.10659560293137908,1.1,7505,75.05,12.978014656895404,855.5,87.57626178591237,16.82878081279147,2.802131912058628,1.223184543637575,1.5789473684210527,0.22651565622918055,54.1,14.3,27.272727272727277,0.14656895403064624,0.0,1.3,87.5,86.4,88.6,58.8
Sertã,2017,0.11444728692608053,1.12,14854,148.54,11.73421300659755,856.0,84.51710697271545,18.903998922849063,3.615861047529285,1.4097212871953684,2.206139760333917,0.3366096674296486,47.3,18.9,52.94117647058823,0.11444728692608053,0.0,1.1,140.2,132.0,149.0,46.0
Vila de Rei,2017,0.20983213429256595,0.87,3336,33.36,11.690647482014388,796.1,92.61744966442951,18.105515587529975,2.365107913669065,1.1211031175059951,1.2440047961630696,0.20983213429256595,54.5,10.8,0.0,0.08992805755395683,0.0,1.3,48.1,45.1,50.9,128.6
Vila Velha de Ródão,2017,0.21834061135371177,0.98,3206,32.06,15.564566437928884,1113.0,68.76578282828282,17.685589519650655,2.2021210230817214,0.9606986899563318,1.2414223331253897,0.09357454772301933,70.9,9.7,50.0,0.18714909544603867,16.666666666666668,1.6,68.49082533793627,62.97191821445327,74.54941660987947,66.7
Arganil,2017,0.16098738932116985,1.12,11181,111.81,11.5642607995707,796.2,84.00551533953809,18.898130757535103,3.960289777300778,1.9506305339415078,2.00965924335927,0.22359359627940256,45.5,16.1,50.0,0.08943743851176102,0.0,1.1,170.4,165.2,176.2,60.0
Cantanhede,2017,0.2093470634830825,1.24,35348,353.48,11.00769491909019,1009.9,78.91959574277793,19.938893289577912,3.055618422541586,1.3848025347968766,1.6708158877447097,0.28855946588208664,42.2,18.6,49.03846153846154,0.2942174946248727,5.769230769230769,0.9,103.1,102.6,103.5,68.6
Coimbra,2017,0.2392736813858493,1.48,134156,1341.56,10.050985419958854,1098.8,79.74049437464072,20.329318107278095,3.9803661409105815,1.9937237246191002,1.986716956379141,0.3958078654700498,39.4,20.0,53.94285714285714,3.26112883508751,2.88,0.7,192.7,196.7,188.5,51.8
Condeixa-a-Nova,2017,0.14787010180287777,1.25,17583,175.83,7.820053460729113,945.4,81.0981442510044,23.244042541090828,2.43303190581812,1.1340499345959165,1.298413240061423,0.2559290223511346,29.6,22.4,51.04166666666666,0.5459819143490872,4.166666666666667,0.7,52.2,55.3,49.0,88.9
Figueira da Foz,2017,0.1953092115232435,1.13,59393,593.93,10.272254306063004,1128.8,68.16712834718375,20.403077803781592,4.4496826225312756,1.8806930109608877,2.5689896115703874,0.3148519185762632,39.2,19.2,55.590062111801245,0.5421514319869345,0.9316770186335404,0.8,117.4,120.2,114.4,72.7
Góis,2017,0.07712082262210797,1.31,3890,38.9,12.49357326478149,763.2,97.78955532574976,18.740359897172237,3.9460154241645244,1.922879177377892,2.0231362467866325,0.12853470437017994,51.7,17.2,0.0,0.02570694087403599,0.0,1.4,68.49082533793627,62.97191821445327,74.54941660987947,80.0
Lousã,2017,0.18033740546829552,1.24,17190,171.9,8.103548574752763,927.0,86.93360364926508,22.018615474112856,3.6282722513089007,1.5346131471785922,2.093659104130308,0.2501454333915067,28.9,22.5,48.14814814814815,0.15706806282722513,0.0,0.7,78.5,65.6,93.5,90.7
Mira,2017,0.27656721421387864,1.07,11932,119.32,10.81126382836071,887.5,80.58035714285714,20.38216560509554,3.732819309420047,1.7180690579953068,2.0147502514247404,0.4022795843110962,41.7,18.8,66.66666666666667,0.3268521622527657,0.0,0.8,67.8,67.9,67.7,47.9
Miranda do Corvo,2017,0.14870470376457698,1.0,12777,127.77,9.055333802927136,826.8,87.95207956600362,21.5465289191516,2.8426078109102293,1.4580887532284574,1.384519057681772,0.2661031541050325,33.1,15.9,40.0,0.19566408390075918,12.0,0.8,53.7,56.0,51.1,82.4
Montemor-o-Velho,2017,0.1929209811409898,1.19,25399,253.99,10.279932280798457,938.1,81.10182666148465,21.300051183117446,3.796212449309028,1.6150242135517145,2.1811882357573134,0.3307216819559825,37.3,19.0,53.44827586206897,0.22835544706484506,5.172413793103448,0.8,64.3,73.8,54.7,54.8
Oliveira do Hospital,2017,0.13800858720098141,1.32,19564,195.64,11.015129830300552,831.6,83.50413223140495,19.62788795747291,3.5856675526477204,1.7266407687589451,1.8595379268043346,0.2453485994684114,41.1,17.9,41.1764705882353,0.17378859129012472,2.9411764705882355,0.9,113.2,111.9,114.5,58.3
Pampilhosa da Serra,2017,0.024473813020068527,1.16,4086,40.86,16.030347528144883,819.1,92.30233368164404,16.44640234948605,2.523250122369065,1.3411649534997552,1.1820851688693097,0.048947626040137054,75.7,13.9,100.0,0.024473813020068527,0.0,1.7,28.7,22.9,34.8,150.0
Penacova,2017,0.25001785841845847,0.86,13999,139.99,11.000785770412172,925.1,78.79904401513642,19.322808772055147,2.4437459818558467,1.2915208229159225,1.1522251589399244,0.23573112365168938,44.4,16.5,55.55555555555556,0.1285806129009215,0.0,0.9,98.4,93.0,103.7,57.6
Penela,2017,0.20054694621695532,1.25,5485,54.85,12.415679124886053,872.3,84.04494382022472,18.906107566089336,2.4120328167730176,1.0920692798541476,1.3181403828623517,0.21877848678213307,50.1,18.7,45.45454545454545,0.20054694621695532,0.0,1.1,20.8,20.4,21.3,125.0
Soure,2017,0.14840182648401828,1.07,17520,175.2,12.448630136986301,894.0,79.0706832053554,18.784246575342465,2.9149543378995437,1.29337899543379,1.6215753424657537,0.2397260273972603,49.7,18.4,60.71428571428572,0.15981735159817353,3.571428571428572,1.1,89.1,92.9,84.1,71.4
Tábua,2017,0.17347558331164886,0.94,11529,115.29,9.888108248763986,833.8,86.29041217642484,20.565530401595975,3.5258912308092634,1.9108335501778124,1.6159250585480094,0.31225604996096795,36.5,18.4,46.66666666666666,0.13010668748373666,0.0,0.9,86.4,72.7,98.9,41.7
Vila Nova de Poiares,2017,0.18654039316975177,1.09,6969,69.69,7.590759075907591,894.5,82.86591606960081,22.686181661644426,3.791074759649878,1.5812885636389726,2.2097861960109055,0.37308078633950353,27.7,18.8,75.0,0.11479408810446262,0.0,0.7,87.6,97.5,78.6,69.2
Alandroal,2017,0.019364833462432222,1.06,5164,51.64,12.296669248644461,816.0,94.21958456973294,17.447714949651434,4.273818745158791,1.8357862122385746,2.438032532920217,0.19364833462432224,51.3,18.0,28.571428571428573,0.13555383423702555,0.0,1.2,68.49082533793627,62.97191821445327,74.54941660987947,30.0
Arraiolos,2017,0.17145306472353194,1.11,6999,69.99,11.387341048721247,920.7,78.07009028249685,19.41705957993999,3.490498642663238,1.7331047292470354,1.7573939134162024,0.2571795970852979,44.5,18.4,50.0,0.1143020431490213,0.0,0.9,83.3,73.3,96.6,44.4
Borba,2017,0.18898095653438,1.47,6879,68.79,11.978485244948393,903.1,86.75613816063255,19.47957551969763,4.292775112661724,2.029364733246111,2.2648640790812617,0.17444395987788922,45.2,18.1,25.0,0.17444395987788922,0.0,1.1,68.49082533793627,62.97191821445327,74.54941660987947,116.7
Estremoz,2017,0.2003853564547206,1.49,12975,129.75,12.400770712909441,930.9,80.64610294833122,19.198458574181117,4.140269749518305,1.8173410404624277,2.3221579961464354,0.2928709055876686,49.4,18.1,56.0,0.1926782273603083,0.0,1.0,151.1,140.8,163.9,39.5
Évora,2017,0.2420849566894882,1.42,52874,528.74,9.329727276165979,1078.1,83.25473720312098,20.915762000226955,3.976623671369671,1.8759692854711199,2.1006543858985514,0.39338805462041837,35.1,21.7,52.15419501133787,0.8340583273442523,1.3605442176870748,0.7,192.1,195.9,188.0,44.7
Montemor-o-Novo,2017,0.16309120562037388,1.26,15942,159.42,12.620750219545855,923.9,86.14353872703279,18.454397189813072,2.8152051185547613,1.3304478735415883,1.4847572450131727,0.28854597917450764,50.0,18.4,42.30769230769231,0.16309120562037388,0.0,1.0,93.8,91.0,96.7,60.9
Mora,2017,0.25682932523931823,0.95,4283,42.83,13.215036189586739,865.7,84.40453686200378,17.114172309129113,2.883492878823255,1.2047630165771657,1.6787298622460893,0.18678496381041326,55.2,17.5,66.66666666666667,0.14008872285780996,0.0,1.3,62.4,56.9,69.8,50.0
Mourão,2017,0.20128824476650564,1.46,2484,24.84,9.098228663446054,828.9,88.01451411724686,18.679549114331724,8.442028985507246,3.715780998389694,4.722222222222222,0.36231884057971014,34.8,21.5,0.0,0.040257648953301126,0.0,1.1,68.49082533793627,62.97191821445327,74.54941660987947,44.4
